SUBST�NCIA;PF 17% ALC;PF 17;TIPO DE PRODUTO;COMERCIALIZA��O 2019
ESOMEPRAZOL MAGNÉSICO;171,40;171,40;Genérico;Sim
"CARBONATO DE CÁLCIO;COLECALCIFEROL";2814,05;3232,59;Específico;Não
"HIDROCLOROTIAZIDA;MALEATO DE ENALAPRIL";33,05;33,05;Genérico;Não
INSULINA HUMANA;18,59;18,59;Similar;Não
IBUPROFENO;12,58;14,45;Similar;Não
"GLICINATO DE ALUMÍNIO;ÁCIDO ACETILSALICÍLICO;CARBONATO DE MAGNÉSIO";13,06;15,00;Similar;Sim
BESILATO DE ANLODIPINO;17,32;19,90;Similar;Sim
DESLORATADINA;40,04;45,99;Similar;Sim
PANTOPRAZOL SÓDICO SESQUI-HIDRATADO;357,31;357,31;Genérico;Não
CARVEDILOL;57,31;57,31;Similar;Sim
RITUXIMABE;;;Biológico;Sim
MONTELUCASTE DE SÓDIO;79,07;79,07;Similar;Não
PIPERACILINA SÓDICA;656,95;656,95;Genérico;Sim
CLORIDRATO DE AMBROXOL;16,01;18,39;Similar;Sim
TAURINA;414,97;476,69;Específico;Não
"PANTOPRAZOL MAGNÉSICO DI-HIDRATADO;PANTOPRAZOL SÓDICO SESQUI-HIDRATADO";546,04;627,26;Similar;Não
PARACETAMOL;94,57;108,63;Genérico;Não
ALFA1ANTITRIPSINA;1417,42;1417,42;Biológico;Sim
OFLOXACINO;29,47;29,47;Novo;Sim
LEFLUNOMIDA;249,70;249,70;Genérico;Não
DESLORATADINA;40,04;45,99;Genérico;Sim
CETOCONAZOL;31,37;31,37;Genérico;Não
CLORIDRATO DE METFORMINA;141,11;141,11;Novo;Não
CICLOSPORINA;134,28;134,28;Genérico;Sim
PREGABALINA;184,16;184,16;Novo;Não
ARNICA MONTANA;19,33;22,21;Fitoterápico;Não
IBUPROFENO;10,60;12,17;Similar;Sim
OXACILINA SÓDICA;173,31;173,31;Similar;Sim
RISPERIDONA;30,23;30,23;Similar;Sim
NORETISTERONA;9,30;9,30;Novo;Não
CLORIDRATO DE METFORMINA;13,53;13,53;Genérico;Não
ESOMEPRAZOL MAGNÉSICO;261,49;261,49;Similar;Sim
"DIMENIDRINATO;CLORIDRATO DE PIRIDOXINA";12,47;14,32;Similar;Não
"PARACETAMOL;CLORIDRATO DE FENILEFRINA";12,84;14,75;Similar;Sim
ENOXAPARINA SÓDICA;138,96;138,96;Biológicos;Sim
CLORETO DE BENZALCÔNIO;37,07;42,58;Similar;Sim
ROSUVASTATINA CÁLCICA;53,75;53,75;Similar;Sim
"ATENOLOL;CLORTALIDONA";42,86;42,86;Novo;Não
IBUPROFENO;7,37;7,37;Novo;Não
MENOTROPINA;1755,49;1755,49;Biológico;Sim
DIPIRONA MONOIDRATADA;832,96;956,85;Similar;Não
RIVAROXABANA;312,29;312,29;Similar;Não
"BETACAROTENO;SELÊNIO;COBRE;ALFA-TOCOFEROL;ÁCIDO ASCÓRBICO;ZINCO";17,96;20,64;Específico;Não
DACARBAZINA;571,65;571,65;Similar;Sim
CLOTRIMAZOL;48,90;56,18;Novo;Não
LEVOFLOXACINO HEMI-HIDRATADO;64,30;64,30;Similar;Sim
HEMITARTARATO DE ZOLPIDEM;28,43;28,43;Similar;Sim
CLORIDRATO DE DOPAMINA;77,81;77,81;Genérico;Não
NIFEDIPINO;154,16;154,16;Novo;Sim
ALFA-ASFOTASE;56089,35;64431,70;Biológico;Sim
CLORIDRATO DE SERTRALINA;51,88;51,88;Genérico;Não
CLORIDRATO DE NAFAZOLINA;6,38;7,33;Similar;Sim
DESLORATADINA;26,98;30,99;Similar;Sim
MESILATO DE DOXAZOSINA;226,64;226,64;Novo;Não
CLORIDRATO DE SERTRALINA;657,20;657,20;Genérico;Sim
"HIDROCLOROTIAZIDA;OLMESARTANA MEDOXOMILA";40,54;40,54;Similar;Sim
SECNIDAZOL;3532,25;4057,61;Similar;Não
CLORIDRATO DE FLUOXETINA;28,04;28,04;Genérico;Sim
CLORIDRATO DE LIDOCAINA;64,64;64,64;Similar;Sim
FUMARATO DE TENOFOVIR DESOPROXILA;;;Novo;Sim
BROMETO DE IPRATRÓPIO;8,02;8,02;Genérico;Sim
CLORIDRATO DE AMITRIPTILINA;12,07;12,07;Genérico;Sim
ATENOLOL;36,63;36,63;Genérico;Sim
DIMETICONA;8,88;8,88;Similar;Não
"RACEMETIONINA;BETAÍNA;CITRATO DE COLINA";10,26;11,79;Específico;Sim
PARACETAMOL;101,10;116,13;Similar;Sim
BESILATO DE ANLODIPINO;29,00;29,00;Genérico;Não
MONONITRATO DE ISOSSORBIDA;15,46;15,46;Genérico;Sim
CLORIDRATO DE PROPRANOLOL;1177,53;1177,53;Genérico;Sim
OCITOCINA;29,05;29,05;Novo;Sim
PARACETAMOL;11,87;13,63;Similar;Sim
DIMENIDRINATO;127,94;146,97;Similar;Não
CLORIDRATO DE IRINOTECANO;1334,37;1334,37;Genérico;Sim
HEMIFUMARATO DE QUETIAPINA;32,36;32,36;Genérico;Sim
"FOSFATO DISSÓDICO DE BETAMETASONA;DIPROPIONATO DE BETAMETASONA";19,88;19,88;Similar;Não
CLORIDRATO DE SERTRALINA;94,39;94,39;Similar;Não
CETOPROFENO;20,80;20,80;Novo;Não
"POLICRESULENO;CLORIDRATO DE CINCHOCAÍNA";37,68;43,29;Novo;Sim
CLORIDRATO DE PAROXETINA HEMI-HIDRATADO;35,73;35,73;Similar;Não
PREDNISOLONA;23,46;23,46;Genérico;Não
"BESILATO DE ANLODIPINO;OLMESARTANA MEDOXOMILA";24,51;24,51;Similar;Não
OLANZAPINA;5820,70;5820,70;Similar;Sim
ALFADARBEPOETINA;2868,96;3295,67;Biológico;Sim
"HIDROCLOROTIAZIDA;TELMISARTANA";133,42;133,42;Similar;Sim
ENOXAPARINA SÓDICA;282,53;282,53;Novo;Sim
ACEBROFILINA;16,80;16,80;Similar;Sim
"CLORIDRATO DE TIAMINA;CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA";7,30;7,30;Específico;Não
HIDROCLOROTIAZIDA;5,14;5,14;Genérico;Sim
TAFAMIDIS MEGLUMINA;20259,47;23272,72;Novo;Não
SINVASTATINA;35,96;35,96;Genérico;Não
"CLORETO DE POTÁSSIO;CLORETO DE SÓDIO;CLORETO DE CÁLCIO DIIDRATADO";151,73;151,73;Específico;Sim
OLANZAPINA;46,63;46,63;Similar;Não
COLAGENASE;354,02;406,68;Novo;Não
FOSFATO DISSÓDICO DE DEXAMETASONA;9,16;9,16;Similar;Sim
CLARITROMICINA;121,76;121,76;Novo;Sim
"CITRATO DE POTÁSSIO MONOIDRATADO;GLICOSE;CLORETO DE SÓDIO";14,32;16,45;Específico;Sim
DICLORIDRATO DE TRIMETAZIDINA;18,11;18,11;Genérico;Não
SECNIDAZOL;16,56;19,02;Similar;Sim
SECNIDAZOL;14,83;17,04;Genérico;Sim
OXALATO DE ESCITALOPRAM;76,49;76,49;Similar;Sim
"DESOGESTREL;ETINILESTRADIOL";17,70;17,70;Genérico;Sim
MALEATO DE ENALAPRIL;26,59;26,59;Similar;Sim
LAMOTRIGINA;35,73;35,73;Similar;Não
OMEPRAZOL;24,40;24,40;Genérico;Sim
ALPRAZOLAM;189,39;189,39;Genérico;Não
CLORIDRATO  DE ONDANSETRONA DI-HIDRATADO;7370,76;7370,76;Genérico;Não
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";47,27;47,27;Similar;Sim
COLCHICINA;13,70;13,70;Similar;Não
ATORVASTATINA CÁLCICA;76,06;76,06;Similar;Não
PLANTAGO OVATA PHIL.;65,39;75,12;Fitoterápico;Sim
LEVONORGESTREL;21,35;21,35;Similar;Não
IBUPROFENO;198,08;198,08;Similar;Não
ANASTROZOL;533,31;533,31;Genérico;Sim
COLECALCIFEROL;110,38;126,80;Específico;Não
FUROSEMIDA;98,13;98,13;Genérico;Sim
FLUCONAZOL;10,24;10,24;Similar;Não
"DIPIRONA MONOIDRATADA;CLORIDRATO DE PROMETAZINA;CLORIDRATO DE ADIFENINA";17,96;20,64;Similar;Sim
SECNIDAZOL;19,38;22,27;Genérico;Não
OXALATO DE ESCITALOPRAM;168,83;168,83;Genérico;Sim
CLORIDRATO DE ONDANSETRONA;32,77;32,77;Genérico;Não
ESOMEPRAZOL MAGNÉSICO;171,40;171,40;Similar;Sim
CLORIDRATO DE METFORMINA;18,53;18,53;Genérico;Sim
DIPIRONA;3,94;4,52;Similar;Não
DIPIRONA MONOIDRATADA;186,20;213,89;Novo;Não
ACEBROFILINA;15,96;15,96;Novo;Sim
"ÁCIDO ASCÓRBICO;CITRATO DE ZINCO";12,31;14,14;Específico;Sim
EZETIMIBA;159,39;159,39;Genérico;Sim
OLANZAPINA;597,76;597,76;Similar;Sim
CLORETO DE SÓDIO;5,40;6,20;Específico;Sim
ACETATO DE DEXAMETASONA;3,59;3,59;Similar;Não
SULFATO DE EFEDRINA;244,57;244,57;Genérico;Sim
NC/NI;21,76;25,00;Novo;Sim
CALCITONINA SINTÉTICA DE SALMÃO;194,33;194,33;Novo;Sim
COLECALCIFEROL;41,21;47,34;Específico;Não
"CLIOQUINOL;SULFATO DE GENTAMICINA;TOLNAFTATO;VALERATO DE BETAMETASONA";18,75;21,54;Genérico;Não
MICOFENOLATO DE SÓDIO;2029,31;2029,31;Novo;Sim
NISTATINA;18,20;18,20;Genérico;Sim
COLECALCIFEROL;53,43;61,38;Específico;Não
LOSARTANA POTÁSSICA;88,64;88,64;Similar;Não
PANTOPRAZOL SÓDICO SESQUI-HIDRATADO;86,93;86,93;Genérico;Não
MICOFENOLATO DE SÓDIO;1297,29;1297,29;Genérico;Não
DICLOFENACO POTÁSSICO;10,29;10,29;Similar;Não
"MALEATO DE ENALAPRIL;BESILATO DE ANLODIPINO";13,53;13,53;Novo;Não
PANTOPRAZOL SÓDICO SESQUI-HIDRATADO;14,33;14,33;Genérico;Não
ROSUVASTATINA CÁLCICA;42,64;42,64;Genérico;Sim
BROMIDRATO DE GALANTAMINA;129,12;129,12;Similar;Sim
CLORIDRATO DE TRAMADOL;166,06;166,06;Similar;Sim
BEZAFIBRATO;21,82;21,82;Genérico;Sim
CLORETO DE SÓDIO;5,20;5,20;Específico;Sim
CLORIDRATO DE DOXORRUBICINA;99,98;99,98;Similar;Sim
"SULBACTAM SÓDICO;AMPICILINA SÓDICA";501,93;501,93;Genérico;Sim
PARICALCITOL;152,30;152,30;Genérico;Não
NI/NC;10,66;12,25;Específico;Não
DICLORIDRATO DE TRIMETAZIDINA;14,48;14,48;Genérico;Não
"DICLOFENACO SÓDICO;FOSFATO DE CODEÍNA";57,77;66,36;Novo;Sim
CLORIDRATO DE ANAGRELIDA;2642,65;2642,65;Similar;Não
SECNIDAZOL;45,80;52,62;Novo;Sim
BROMIDRATO DE CITALOPRAM;1408,63;1408,63;Genérico;Não
"CLIOQUINOL;SULFATO DE GENTAMICINA;TOLNAFTATO;VALERATO DE BETAMETASONA";17,22;19,78;Genérico;Sim
"NITRATO DE TIAMINA;DICLOFENACO SÓDICO;CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA";38,28;38,28;Novo;Não
ABEMACICLIBE;7189,40;8258,70;Novo;Sim
CLORIDRATO DE MEMANTINA;18,22;18,22;Genérico;Não
TOXINA BOTULÍNICA A;3565,51;3565,51;Novo;Sim
"CARISOPRODOL;PARACETAMOL;CAFEÍNA ANIDRA;DICLOFENACO SÓDICO";79,02;90,78;Similar;Sim
POLIVITAMÍNICOS COM MINERAIS;57,64;66,21;Similar;Sim
"FUMARATO DE FORMOTEROL DI-HIDRATADO;BUDESONIDA";107,57;107,57;Novo;Sim
HEXAFLUORETO DE ENXOFRE;332,50;381,95;Novo;Sim
MALEATO DE ENALAPRIL;23,25;23,25;Similar;Não
BISSULFATO DE CLOPIDOGREL;117,02;117,02;Similar;Não
CLORIDRATO DE VANCOMICINA;1192,18;1192,18;Genérico;Não
CLORIDRATO DE CICLOBENZAPRINA;9,94;11,42;Genérico;Não
LEVOFLOXACINO HEMI-HIDRATADO;61,87;61,87;Similar;Sim
AFLIBERCEPTE;2579,04;2579,04;Biológico;Não
AZITROMICINA DI-HIDRATADA;975,47;975,47;Genérico;Sim
ACEBROFILINA;22,52;22,52;Genérico;Sim
EZETIMIBA;102,87;102,87;Novo;Não
CLORIDRATO DE PROPAFENONA;22,55;22,55;Similar;Não
"TRIMETOPRIMA;SULFAMETOXAZOL";12,96;12,96;Genérico;Não
"PLANTAGO OVATA FORSSK.;SENNA ALEXANDRINA MILL.";140,26;161,13;Fitoterápico;Sim
CITRATO DE SILDENAFILA;622,76;715,39;Genérico;Não
DICLORIDRATO DE DACLATASVIR;8530,31;9799,05;Novo;Sim
"MEGLUMINA;ÁCIDO IOXÁGLICO";191,65;191,65;Similar;Sim
SULFATO DE ZINCO HEPTAIDRATADO;414,97;476,69;Específico;Sim
FLUCONAZOL;58,12;58,12;Genérico;Não
DICLORIDRATO DE PRAMIPEXOL;32,53;32,53;Similar;Não
"BESILATO DE ANLODIPINO;LOSARTANA POTÁSSICA";92,25;92,25;Novo;Sim
"CLORETO DE CÁLCIO;CLORETO DE POTÁSSIO;GLICOSE;CLORETO DE SÓDIO;CLORETO DE MAGNÉSIO";;;Específico;Não
CLORIDRATO DE EPIRRUBICINA;418,92;418,92;Novo;Não
AZITROMICINA DIIDRATADA;36,89;36,89;Genérico;Sim
ERLOTINIBE;;;Novo;Sim
HEMITARTARATO DE ZOLPIDEM;36,73;36,73;Genérico;Não
"CITRATO DE FENTANILA;DROPERIDOL";287,76;287,76;Similar;Não
MELOXICAM;15,61;15,61;Genérico;Sim
CLORIDRATO DE VENLAFAXINA;44,55;44,55;Genérico;Não
DIPIRONA MONOIDRATADA;8,09;9,29;Novo;Sim
HEPARINA SÓDICA SUÍNA;110,63;110,63;Biológico;Sim
"CLORANFENICOL;COLAGENASE";26,91;30,92;Novo;Sim
CARVEDILOL;57,33;57,33;Similar;Sim
"HIDROCLOROTIAZIDA;MALEATO DE ENALAPRIL";51,49;51,49;Genérico;Não
DICLORIDRATO DE TRIMETAZIDINA;35,29;35,29;Genérico;Não
FOSFATO SÓDICO DE PREDNISOLONA;20,75;20,75;Similar;Não
HEMIFUMARATO DE QUETIAPINA;98,69;98,69;Genérico;Não
METRONIDAZOL;10,93;10,93;Similar;Sim
"NITRATO DE TIAMINA;ÁCIDO AMINOBENZÓICO;PANTOTENATO DE CÁLCIO;CISTINA;QUERATINA;LEVEDURA";165,12;189,68;Específico;Sim
OXALATO DE ESCITALOPRAM;191,77;191,77;Similar;Não
CLORIDRATO DE MOXIFLOXACINO;181,90;181,90;Similar;Sim
CETOROLACO TROMETAMINA;72,61;72,61;Novo;Não
ESOMEPRAZOL MAGNÉSICO;152,55;152,55;Genérico;Sim
DICLORIDRATO DE PRAMIPEXOL MONOIDRATADO;79,33;79,33;Genérico;Não
LEVOTIROXINA SÓDICA;11,66;11,66;Similar;Sim
ACETATO DE RACEALFATOCOFEROL;22,06;25,34;Similar;Sim
"LACTATO DE SÓDIO;CLORETO DE MAGNÉSIO HEXAIDRATADO;CLORETO DE SÓDIO;GLICOSE MONOIDRATADA;CLORETO DE CÁLCIO DIIDRATADO";;;Específico;Sim
ÁCIDO ASCÓRBICO;26,33;30,25;Específico;Sim
CLORIDRATO DE BROMEXINA;7,82;8,98;Genérico;Sim
"ENANTATO DE ESTRADIOL;ALGESTONA ACETOFENIDA";12,61;12,61;Similar;Sim
COLECALCIFEROL;21,05;24,18;Específico;Não
FENTANILA;566,82;566,82;Novo;Sim
PARACETAMOL;7,59;8,72;Genérico;Sim
LEVOTIROXINA SÓDICA;14,29;14,29;Novo;Sim
MALEATO DE ENALAPRIL;32,98;32,98;Similar;Não
OXALATO DE ESCITALOPRAM;99,69;99,69;Genérico;Não
PROPOFOL;243,17;243,17;Similar;Não
CLONAZEPAM;7,36;7,36;Genérico;Não
"SULBACTAM SÓDICO;AMPICILINA SÓDICA";891,98;891,98;Genérico;Sim
"DIPIRONA MONOIDRATADA;CAFEÍNA ANIDRA;MUCATO DE ISOMETEPTENO";6,56;7,54;Similar;Sim
TACROLIMO MONOIDRATADO;42,87;42,87;Genérico;Não
CLARITROMICINA;86,70;86,70;Genérico;Sim
MALEATO ÁCIDO DE TIMOLOL;8,10;8,10;Genérico;Não
NIMESULIDA;10,95;12,58;Genérico;Sim
MALEATO DE TRIMEBUTINA;33,84;38,88;Similar;Não
LISADO BACTERIANO;176,98;176,98;Biológicos;Não
CETOCONAZOL;15,28;17,55;Genérico;Não
SULFATO DE POLIMIXINA B;1829,90;1829,90;Similar;Não
ATORVASTATINA CÁLCICA;52,37;52,37;Genérico;Sim
NORFLOXACINO;29,95;29,95;Genérico;Sim
ROSUVASTATINA CÁLCICA;165,78;165,78;Genérico;Não
"VALSARTANA;HIDROCLOROTIAZIDA";33,58;33,58;Genérico;Não
CETOROLACO TROMETAMINA;80,65;80,65;Novo;Sim
AZITROMICINA DI-HIDRATADA;1613,02;1613,02;Genérico;Não
DICLOFENACO DE POTÁSSIO;10,24;10,24;Similar;Sim
NITRATO DE FENTICONAZOL;28,86;33,15;Genérico;Sim
OMEPRAZOL;26,23;26,23;Genérico;Não
"LACTATO DE SÓDIO;CLORETO DE MAGNÉSIO HEXAIDRATADO;CLORETO DE SÓDIO;GLICOSE MONOIDRATADA;CLORETO DE CÁLCIO DIIDRATADO";;;Específico;Sim
"VALSARTANA;HIDROCLOROTIAZIDA;BESILATO DE ANLODIPINO";82,41;82,41;Genérico;Não
CLORIDRATO DE CIPROFLOXACINO MONOIDRATADO;46,08;46,08;Genérico;Sim
PANTOPRAZOL;47,66;47,66;Genérico;Sim
CLORIDRATO DE LOPERAMIDA;3,58;4,11;Genérico;Não
LACTULOSE;25,75;29,58;Similar;Não
"LACTATO DE SÓDIO;CLORETO DE MAGNÉSIO HEXAIDRATADO;CLORETO DE SÓDIO;GLICOSE MONOIDRATADA;CLORETO DE CÁLCIO DIIDRATADO";;;Específico;Sim
OMEPRAZOL;949,37;949,37;Similar;Sim
LIDOCAÍNA;316,53;316,53;Novo;Sim
"CAFEÍNA ANIDRA;CLORIDRATO DE ISOMETEPTENO;DIPIRONA";9,19;10,55;Genérico;Não
"LANSOPRAZOL;CLARITROMICINA;AMOXICILINA TRI-HIDRATADA";204,39;204,39;Similar;Não
"SINVASTATINA;EZETIMIBA";101,28;101,28;Similar;Sim
"DUTASTERIDA;CLORIDRATO DE TANSULOSINA";78,93;90,67;Novo;Sim
RITONAVIR;;;Genérico;Não
SUCCINATO DE METOPROLOL;24,42;24,42;Novo;Não
FLUTRIMAZOL;25,23;28,98;Novo;Não
"CLORETO DE CÁLCIO;TROMBINA;FIBRINOGÊNIO";1551,23;1551,23;Biológico;Sim
"CLORETO DE BENZALCÔNIO;BENZOILMETRONIDAZOL;NISTATINA";21,31;24,48;Similar;Não
BROMIDRATO DE VORTIOXETINA;556,39;639,14;Novo;Sim
METILDOPA SESQUIIDRATADO;31,17;31,17;Genérico;Não
CLORIDRATO DE DONEPEZILA;311,01;311,01;Genérico;Não
"ACETATO DE CIPROTERONA;ETINILESTRADIOL";35,67;35,67;Similar;Sim
CARVEDILOL;27,01;27,01;Genérico;Não
CLORIDRATO DE SERTRALINA;90,31;90,31;Similar;Sim
"PARACETAMOL;ÁCIDO ASCÓRBICO;CLORIDRATO DE FENILEFRINA;MALEATO DE DIMETINDENO;RUTOSÍDEO";2,79;3,20;Novo;Não
OLMESARTANA MEDOXOMILA;58,23;58,23;Similar;Sim
"TRIMETOPRIMA;SULFAMETOXAZOL";16,01;16,01;Similar;Sim
CITRATO DE IXAZOMIBE;11887,13;13655,14;Novo;Sim
ÁCIDO URSODESOXICÓLICO;175,18;175,18;Novo;Sim
IBANDRONATO DE SÓDIO;1037,84;1037,84;Similar;Não
ATENOLOL;13,95;13,95;Genérico;Sim
CLORIDRATO DE BIPERIDENO;18,35;18,35;Novo;Sim
"LACTATO DE SÓDIO;CLORETO DE MAGNÉSIO HEXAIDRATADO;GLICOSE;CLORETO DE SÓDIO;CLORETO DE CÁLCIO DIIDRATADO";;;Específico;Não
PANTOPRAZOL SÓDICO SESQUI-HIDRATADO;144,08;144,08;Genérico;Sim
DIPIRONA;19,08;21,92;Similar;Não
OLANZAPINA;139,43;139,43;Genérico;Não
DIPIRONA;86,40;99,25;Similar;Não
PEMETREXEDE DISSÓDICO HEMIPENTAIDRATADO;51477,89;51477,89;Genérico;Não
OMEPRAZOL;42,47;42,47;Genérico;Sim
AMOXICILINA TRI-HIDRATADA;206,61;206,61;Novo;Sim
MESILATO DE DOXAZOSINA;52,94;52,94;Genérico;Sim
TADALAFILA;55,99;55,99;Genérico;Sim
IBANDRONATO DE SÓDIO;218,76;218,76;Similar;Não
ROSUVASTATINA CÁLCICA;95,11;95,11;Genérico;Sim
DICLORIDRATO DE CETIRIZINA;24,70;28,37;Genérico;Sim
ATENOLOL;11,96;11,96;Genérico;Sim
"CLORIDRATO DE AMILORIDA;CLORTALIDONA";16,45;16,45;Novo;Sim
CLORIDRATO DE RANITIDINA;667,90;667,90;Similar;Não
BROMETO DE VECURÔNIO;468,49;468,49;Similar;Sim
CLORIDRATO DE MEMANTINA;622,61;622,61;Genérico;Não
CLORIDRATO DE DULOXETINA;232,73;232,73;Genérico;Não
MONTELUCASTE DE SÓDIO;123,42;123,42;Similar;Não
"CARBONATO DE CÁLCIO;COLECALCIFEROL";2483,74;2853,16;Específico;Sim
CITARABINA;76,86;76,86;Novo;Não
GLICLAZIDA;27,40;27,40;Similar;Não
"CLORIDRATO DE TIAMINA;CLORIDRATO DE PIRIDOXINA;CIANOCOBALAMINA";8,80;8,80;Específico;Não
PANTOPRAZOL SÓDICO SESQUI-HIDRATADO;98,25;98,25;Genérico;Não
ALPRAZOLAM;16,37;16,37;Genérico;Sim
DEXAMETASONA;10,87;10,87;Similar;Sim
AZITROMICINA DI-HIDRATADA;22,25;22,25;Similar;Sim
DROPROPIZINA;5,14;5,91;Similar;Não
CARBOCISTEÍNA;12,36;14,20;Genérico;Sim
OMEPRAZOL;44,86;44,86;Similar;Não
PREGABALINA;58,06;58,06;Similar;Sim
PRAVASTATINA SÓDICA;45,94;45,94;Genérico;Não
CIANOCOBALAMINA;13,60;13,60;Específico;Sim
RISPERIDONA;262,65;262,65;Novo;Sim
DIVALPROATO DE SÓDIO;79,88;79,88;Similar;Sim
ARIPIPRAZOL;168,30;168,30;Genérico;Não
"ÁCIDO VALPRÓICO;VALPROATO DE SÓDIO";86,46;86,46;Similar;Não
AZITROMICINA DI-HIDRATADA;297,71;297,71;Similar;Não
OLANZAPINA;;;Genérico;Não
NITAZOXANIDA;11,67;13,41;Genérico;Não
BROMETO DE IPRATRÓPIO;10,89;10,89;Genérico;Sim
HEMITARTARATO DE ZOLPIDEM;26,95;26,95;Similar;Não
LACOSAMIDA;86,19;99,01;Novo;Não
"HIDROCLOROTIAZIDA;LOSARTANA POTÁSSICA";71,30;71,30;Genérico;Sim
FLUCONAZOL;133,72;133,72;Similar;Não
MONOSSULFIRAM;16,88;19,39;Novo;Não
COLECALCIFEROL;62,49;71,78;Específico;Não
RISPERIDONA;77,82;77,82;Genérico;Sim
IBUPROFENO;15,04;17,28;Novo;Não
NIFEDIPINO;12,86;12,86;Similar;Não
IBUPROFENO;11,88;13,64;Similar;Sim
SULFATO DE HIDROXICLOROQUINA;108,89;108,89;Genérico;Não
"SINVASTATINA;EZETIMIBA";1171,06;1171,06;Genérico;Não
CLORIDRATO DE FLUOXETINA;31,83;31,83;Genérico;Sim
CLORIDRATO DE ISOTIPENDIL;11,61;13,33;Similar;Sim
"NISTATINA;ÓXIDO DE ZINCO";13,34;15,32;Genérico;Não
DECITABINA;3545,57;3545,57;Genérico;Não
CLORIDRATO DE PIOGLITAZONA;210,94;210,94;Similar;Sim
HEMIFUMARATO DE QUETIAPINA;352,10;352,10;Similar;Sim
MONTELUCASTE DE SÓDIO;27,45;27,45;Similar;Não
DACARBAZINA;62,71;62,71;Similar;Não
ALENDRONATO DE SÓDIO TRI-HIDRATADO;41,10;41,10;Similar;Sim
BENZOATO DE BENZILA;11,16;12,81;Similar;Sim
PARACETAMOL;9,19;10,55;Similar;Sim
"TIROTRICINA;BENZOCAÍNA";11,11;12,77;Similar;Não
PACLITAXEL;2433,55;2433,55;Similar;Sim
LANSOPRAZOL;37,86;37,86;Similar;Não
CEFTRIAXONA SÓDICA;122,35;122,35;Similar;Sim
CLORIDRATO DE PIOGLITAZONA;12,30;12,30;Genérico;Não
METRONIDAZOL;16,67;16,67;Similar;Sim
TOPIRAMATO;26,28;26,28;Genérico;Não
OXCARBAZEPINA;31,45;31,45;Similar;Sim
ATENOLOL;119,20;119,20;Genérico;Sim
TACROLIMO;;;Genérico;Não
LEVOTIROXINA SÓDICA;2,06;2,06;Novo;Sim
"HESPERIDINA;DIOSMINA";87,90;100,97;Específico;Sim
"VÍRUS QUIMÉRICO FEBRE AMARELA DENGUE SOROTIPO 4;VÍRUS QUIMÉRICO FEBRE AMARELA DENGUE SOROTIPO 3;VÍRUS QUIMÉRICO FEBRE AMARELA DENGUE SOROTIPO 2;VÍRUS QUIMÉRICO FEBRE AMARELA DENGUE SOROTIPO 1";1288,00;1479,57;Biológico;Não
MEROPENÉM TRI-HIDRATADO;1642,83;1642,83;Novo;Sim
"ETINILESTRADIOL;DROSPIRENONA";33,18;33,18;Similar;Sim
COLECALCIFEROL;320,05;367,65;Específico;Não
CITRATO DE SILDENAFILA;70,14;80,57;Genérico;Não
TRIANCINOLONA ACETONIDA;9,31;9,31;Genérico;Sim
IMUNOGLOBULINA HUMANA ANTI-HEPATITE B;683,57;683,57;Biológico;Não
CLORIDRATO DE MEMANTINA;156,12;156,12;Genérico;Não
LAMOTRIGINA;612,84;612,84;Similar;Sim
"APROTININA;TROMBINA;FIBRINOGÊNIO";556,54;639,32;Biológico;Sim
AZITROMICINA DIIDRATADA;43,22;43,22;Similar;Sim
VALSARTANA;101,75;101,75;Genérico;Não
ARIPIPRAZOL;3865,94;3865,94;Similar;Não
CLORIDRATO DE BETAISTINA;39,68;45,59;Genérico;Não
MELOXICAM;13,82;13,82;Genérico;Sim
SEVOFLURANO;530,43;530,43;Genérico;Sim
"DIMENIDRINATO;CLORIDRATO DE PIRIDOXINA";1,67;1,92;Similar;Não
ROSUVASTATINA CÁLCICA;221,54;221,54;Genérico;Não
TRASTUZUMABE;2259,93;2259,93;Biológico;Não
"L-PROLINA;L-FENILALANINA;L-ALANINA;L-TRIPTOFANO;L-METIONINA;LEVOVALINA;TAURINA;L-SERINA;L-TREONINA;TIROSINA;GLICINA;ARGININA;ACETATO DE LISINA;L-ISOLEUCINA;L-LEUCINA;L-HISTIDINA";1620,42;1620,42;Similar;Não
"MALEATO DE CLORFENIRAMINA;PARACETAMOL;CLORIDRATO DE FENILEFRINA";168,85;193,96;Similar;Sim
BROMIDRATO DE GALANTAMINA;227,42;227,42;Genérico;Não
"DICLOFENACO DE POTÁSSIO;DICLOFENACO DIETILAMÔNIO";4,00;4,00;Novo;Não
"BORATO DE SÓDIO;CLORETO DE CETILPIRIDÍNIO;BENZOCAÍNA";10,35;11,89;Novo;Sim
ACICLOVIR;14,98;17,21;Genérico;Sim
VACINA PNEUMOCÓCICA 10-VALENTE (CONJUGADA);721,07;721,07;Biológico;Sim
CLORIDRATO  DE ONDANSETRONA DI-HIDRATADO;28,67;28,67;Similar;Não
GLIMEPIRIDA;21,22;21,22;Similar;Sim
PEGASPARGASE;6032,24;6929,43;Biológico;Sim
DESLORATADINA;40,01;45,96;Genérico;Sim
COLECALCIFEROL;150,43;172,80;Específico;Não
